soil_type,state,district,season,temperature,rainfall,humidity,water_availability,farm_size,previous_crop,target_crop,suitable
Black,Punjab,Jaipur,Rabi,14.5,468.6,56.2,Low,11.5,none,rose,1
Clayey,Rajasthan,Coimbatore,Kharif,33.6,1367.0,83.2,High,15.8,sugarcane,mustard,0
Clayey,Uttar Pradesh,Jaipur,Zaid,35.1,52.3,52.4,Low,0.5,banana,maize,0
Sandy,Haryana,Manchar,Rabi,18.8,242.5,61.2,Medium,5.4,wheat,potato,0
Black,Karnataka,Pune,Zaid,36.3,158.5,49.2,Low,10.1,banana,rice,0
Alluvial,Gujarat,Rajkot,Zaid,37.2,41.8,37.5,High,4.1,tomato,potato,0
Alluvial,Tamil Nadu,Lucknow,Kharif,29.1,1153.9,80.3,High,4.7,sugarcane,wheat,0
Black,Uttar Pradesh,Coimbatore,Zaid,31.5,117.5,40.8,Low,6.5,tomato,wheat,0
Red,Andhra Pradesh,Pune,Zaid,35.9,85.0,29.1,High,9.6,banana,tomato,1
Sandy,Rajasthan,Nilokheri,Zaid,34.9,128.0,54.6,Low,16.5,rice,tomato,0
Loamy,Tamil Nadu,Manchar,Zaid,34.1,32.5,47.9,High,10.4,potato,maize,1
Alluvial,Rajasthan,Lucknow,Zaid,37.0,90.9,25.7,Low,7.2,none,banana,0
Loamy,Uttar Pradesh,Ludhiana,Zaid,33.6,162.5,42.1,Medium,10.3,cotton,mustard,0
Alluvial,Karnataka,Kolar,Kharif,27.5,616.2,78.3,Low,3.7,potato,tomato,1
Alluvial,Punjab,Manchar,Rabi,23.1,295.1,69.2,Medium,9.6,rice,sugarcane,0
Loamy,Rajasthan,Pune,Zaid,38.8,68.7,48.2,High,7.6,none,mustard,0
Sandy,Andhra Pradesh,Jaipur,Zaid,35.5,147.9,42.3,Medium,3.8,potato,cotton,0
Loamy,Punjab,Rajkot,Rabi,16.5,351.1,41.8,Low,9.4,sugarcane,wheat,1
Red,Gujarat,Coimbatore,Zaid,39.5,48.2,38.6,High,3.3,rose,sugarcane,0
Alluvial,Karnataka,Pune,Rabi,19.4,280.0,56.5,High,6.3,rice,soybean,0
Red,Punjab,Nilokheri,Zaid,38.9,83.4,57.6,High,12.2,tomato,potato,0
Loamy,Uttar Pradesh,Karnal,Zaid,35.7,0.0,44.5,Medium,10.0,sugarcane,rose,1
Clayey,Uttar Pradesh,Karnal,Kharif,30.1,1278.6,84.4,Low,5.0,sugarcane,sugarcane,0
Sandy,Uttar Pradesh,Rampur,Zaid,35.6,121.8,40.2,High,14.3,potato,rice,0
Red,Gujarat,Lucknow,Rabi,20.4,302.4,79.9,High,4.1,tomato,banana,0
Loamy,Maharashtra,Rampur,Kharif,25.8,986.6,75.4,High,5.3,maize,tomato,1
Clayey,Uttar Pradesh,Manchar,Rabi,18.2,257.5,58.2,Low,17.8,mustard,maize,0
Alluvial,Gujarat,Jaipur,Kharif,32.6,1365.5,81.3,High,4.8,potato,maize,0
Red,Karnataka,Kolar,Zaid,34.3,80.0,54.2,Medium,8.5,none,rice,0
Clayey,Madhya Pradesh,Jaipur,Zaid,33.7,63.6,40.3,Low,6.1,sugarcane,sugarcane,0
Alluvial,Gujarat,Manchar,Rabi,24.4,363.8,81.2,High,8.4,rice,potato,1
Loamy,Maharashtra,Lucknow,Kharif,28.2,1185.4,74.8,Low,13.1,rice,cotton,0
Clayey,Karnataka,Ludhiana,Rabi,20.3,316.8,61.0,Low,7.9,banana,rice,0
Alluvial,Karnataka,Rajkot,Zaid,35.4,66.8,34.9,Medium,9.2,banana,rose,0
Loamy,Uttar Pradesh,Lucknow,Zaid,35.2,84.6,33.6,High,9.2,wheat,wheat,0
Clayey,Uttar Pradesh,Jaipur,Kharif,28.9,467.3,79.9,Low,11.0,potato,mustard,0
Red,Haryana,Coimbatore,Kharif,30.9,1046.8,87.1,Medium,10.9,rice,rice,0
Sandy,Karnataka,Lucknow,Rabi,21.5,284.4,60.2,Low,8.6,tomato,sugarcane,0
Alluvial,Haryana,Ludhiana,Rabi,13.2,155.9,63.9,Low,4.6,sugarcane,mustard,1
Clayey,Punjab,Kolar,Kharif,31.6,1295.2,86.5,Medium,10.3,mustard,wheat,0
Sandy,Maharashtra,Kolar,Kharif,31.0,1521.0,84.3,High,5.7,soybean,sugarcane,1
Clayey,Karnataka,Ludhiana,Kharif,28.4,673.7,83.7,Low,7.6,none,wheat,0
Sandy,Uttar Pradesh,Ludhiana,Kharif,30.8,620.6,77.3,Medium,13.5,maize,wheat,0
Black,Punjab,Rajkot,Rabi,16.2,382.8,54.4,Low,0.5,rice,soybean,0
Alluvial,Karnataka,Manchar,Rabi,22.5,161.1,82.3,Low,6.0,rice,cotton,0
Red,Andhra Pradesh,Kolar,Zaid,37.0,119.4,47.5,Medium,10.0,banana,potato,0
Clayey,Punjab,Lucknow,Rabi,20.5,90.6,94.4,High,13.4,mustard,tomato,1
Clayey,Karnataka,Ludhiana,Zaid,39.0,48.0,34.0,Medium,10.0,soybean,tomato,0
Loamy,Karnataka,Pune,Zaid,33.5,89.6,38.9,High,5.3,wheat,rice,0
Loamy,Tamil Nadu,Ludhiana,Zaid,35.5,42.3,36.3,High,9.9,banana,rice,0
Black,Madhya Pradesh,Kolar,Zaid,35.8,108.2,46.2,High,8.7,rose,tomato,1
Alluvial,Rajasthan,Lucknow,Zaid,35.3,98.0,36.2,Medium,16.0,potato,maize,1
Red,Gujarat,Pune,Rabi,20.6,47.5,44.9,Medium,5.1,tomato,tomato,0
Sandy,Rajasthan,Kolar,Kharif,25.4,506.1,73.6,Low,8.9,mustard,banana,0
Clayey,Madhya Pradesh,Kolar,Rabi,14.5,183.6,48.3,Medium,5.4,cotton,maize,1
Clayey,Rajasthan,Kolar,Rabi,17.2,348.5,46.0,Low,9.1,potato,tomato,1
Clayey,Punjab,Karnal,Rabi,19.2,357.4,55.6,High,10.0,none,rice,0
Black,Tamil Nadu,Pune,Zaid,36.4,13.2,55.0,High,8.8,sugarcane,wheat,0
Alluvial,Andhra Pradesh,Ludhiana,Zaid,34.7,112.0,37.7,High,13.5,mustard,mustard,0
Black,Madhya Pradesh,Nilokheri,Zaid,38.5,67.0,45.1,Medium,13.0,rose,mustard,0
Black,Madhya Pradesh,Lucknow,Zaid,34.0,64.6,62.0,Medium,7.8,sugarcane,tomato,1
Loamy,Punjab,Nilokheri,Kharif,28.4,872.3,80.2,Low,6.5,banana,banana,0
Loamy,Tamil Nadu,Pune,Kharif,30.5,477.7,79.5,Low,17.9,rose,mustard,0
Clayey,Rajasthan,Pune,Rabi,22.7,187.8,48.3,Medium,7.3,rose,rice,0
Loamy,Tamil Nadu,Kolar,Zaid,37.3,36.0,49.7,Low,17.4,sugarcane,potato,0
Black,Uttar Pradesh,Lucknow,Rabi,16.8,189.6,78.0,Low,12.2,rice,banana,0
Alluvial,Karnataka,Rajkot,Kharif,31.1,1246.9,75.7,Low,8.7,sugarcane,potato,0
Clayey,Punjab,Pune,Zaid,37.8,76.6,37.2,Medium,11.2,banana,maize,1
Clayey,Tamil Nadu,Ludhiana,Kharif,24.5,1110.1,74.2,High,8.7,wheat,rose,1
Loamy,Karnataka,Ludhiana,Rabi,17.7,240.0,68.0,Medium,12.1,potato,sugarcane,0
Clayey,Haryana,Kolar,Kharif,31.0,1140.4,74.4,Medium,7.7,cotton,potato,0
Sandy,Madhya Pradesh,Rampur,Kharif,28.0,805.0,72.4,Low,4.6,banana,tomato,1
Sandy,Madhya Pradesh,Rampur,Zaid,38.1,128.9,41.8,Low,3.9,cotton,banana,0
Alluvial,Rajasthan,Coimbatore,Kharif,27.9,1027.2,77.2,Medium,9.0,cotton,maize,0
Red,Karnataka,Jaipur,Rabi,19.9,30.1,72.6,High,16.1,none,cotton,0
Alluvial,Uttar Pradesh,Jaipur,Zaid,33.9,118.4,46.0,High,10.6,banana,banana,0
Black,Gujarat,Jaipur,Zaid,38.2,96.7,55.2,Medium,11.0,rice,tomato,0
Clayey,Tamil Nadu,Manchar,Zaid,33.5,41.0,37.9,High,0.5,maize,mustard,1
Red,Gujarat,Kolar,Rabi,15.2,156.9,49.7,Medium,10.7,none,sugarcane,0
Alluvial,Gujarat,Manchar,Zaid,34.5,17.3,53.4,High,5.4,tomato,potato,0
Black,Punjab,Rampur,Rabi,16.8,256.1,71.9,High,9.2,tomato,banana,1
Alluvial,Rajasthan,Rampur,Kharif,26.7,1085.3,84.3,High,1.0,tomato,rose,1
Red,Madhya Pradesh,Lucknow,Rabi,20.1,215.6,62.9,Medium,6.6,tomato,sugarcane,0
Black,Gujarat,Nilokheri,Kharif,26.8,1281.8,85.8,Medium,3.8,rose,sugarcane,1
Alluvial,Karnataka,Jaipur,Kharif,30.2,781.1,76.5,Low,14.2,banana,wheat,0
Clayey,Tamil Nadu,Rampur,Rabi,16.9,131.0,51.6,Medium,7.0,none,sugarcane,0
Alluvial,Andhra Pradesh,Pune,Zaid,31.8,128.4,43.5,High,11.7,mustard,cotton,0
Sandy,Tamil Nadu,Nilokheri,Zaid,37.0,90.2,69.1,Low,4.4,banana,cotton,0
Clayey,Gujarat,Lucknow,Zaid,37.7,81.6,46.3,Medium,9.2,sugarcane,cotton,0
Black,Maharashtra,Coimbatore,Rabi,16.8,87.2,78.7,High,11.3,soybean,maize,1
Sandy,Uttar Pradesh,Rajkot,Zaid,36.3,64.8,49.6,High,14.1,none,tomato,0
Sandy,Uttar Pradesh,Nilokheri,Rabi,20.7,362.0,52.3,Medium,9.2,tomato,wheat,1
Clayey,Punjab,Coimbatore,Zaid,34.8,110.8,28.1,Low,5.1,cotton,banana,0
Loamy,Karnataka,Nilokheri,Rabi,19.6,168.9,74.6,Medium,13.4,maize,maize,0
Alluvial,Karnataka,Coimbatore,Kharif,26.6,1555.2,87.4,Low,11.6,banana,mustard,0
Alluvial,Andhra Pradesh,Rajkot,Zaid,36.9,66.5,53.9,Medium,2.7,wheat,rice,0
Clayey,Uttar Pradesh,Pune,Rabi,15.8,133.6,82.9,High,11.8,sugarcane,rice,0
Red,Gujarat,Nilokheri,Rabi,17.7,418.9,56.4,Low,8.4,mustard,rose,1
Black,Rajasthan,Karnal,Rabi,20.8,229.1,84.0,Medium,9.9,rose,banana,0
Alluvial,Haryana,Lucknow,Zaid,37.4,99.7,41.8,High,12.5,maize,sugarcane,0
Red,Gujarat,Ludhiana,Zaid,37.6,0.0,46.2,Medium,2.2,banana,tomato,1
Black,Andhra Pradesh,Pune,Zaid,39.7,126.7,35.5,Low,3.1,banana,sugarcane,0
Black,Maharashtra,Jaipur,Zaid,34.1,142.2,51.8,High,10.6,tomato,soybean,0
Alluvial,Rajasthan,Pune,Rabi,19.1,37.2,46.4,High,6.3,banana,maize,0
Red,Andhra Pradesh,Ludhiana,Zaid,36.3,168.4,44.5,Low,1.8,potato,cotton,0
Red,Rajasthan,Manchar,Rabi,17.1,315.1,76.7,Medium,3.6,none,maize,1
Sandy,Tamil Nadu,Coimbatore,Rabi,11.4,148.8,56.1,Low,6.2,none,soybean,0
Black,Haryana,Pune,Kharif,36.9,938.3,74.9,Low,11.7,rose,rose,0
Red,Rajasthan,Coimbatore,Zaid,36.6,112.7,60.0,Medium,5.2,potato,maize,1
Black,Andhra Pradesh,Ludhiana,Kharif,31.5,660.0,80.6,Medium,16.6,none,soybean,1
Sandy,Haryana,Karnal,Rabi,14.8,202.8,58.9,High,8.5,rice,wheat,1
Clayey,Karnataka,Karnal,Kharif,30.6,981.1,82.9,High,12.3,soybean,banana,1
Black,Madhya Pradesh,Nilokheri,Rabi,16.0,78.0,54.7,Low,8.9,sugarcane,tomato,0
Sandy,Tamil Nadu,Ludhiana,Kharif,34.6,1541.2,78.8,High,3.6,potato,wheat,0
Sandy,Maharashtra,Manchar,Rabi,13.9,233.1,73.9,Low,4.1,sugarcane,potato,0
Alluvial,Punjab,Rajkot,Zaid,36.5,117.8,48.3,Medium,6.7,wheat,soybean,0
Red,Maharashtra,Nilokheri,Rabi,13.9,248.0,57.3,Medium,12.5,mustard,rice,1
Black,Tamil Nadu,Ludhiana,Zaid,33.0,91.7,41.2,Medium,14.2,banana,sugarcane,0
Red,Uttar Pradesh,Lucknow,Rabi,16.0,316.5,51.9,Medium,0.5,mustard,potato,1
Clayey,Haryana,Ludhiana,Zaid,34.9,94.1,50.9,Medium,8.8,maize,rose,1
Sandy,Uttar Pradesh,Rajkot,Rabi,13.1,384.3,47.2,Low,7.6,potato,soybean,0
Sandy,Rajasthan,Karnal,Rabi,17.3,251.9,52.1,Low,6.0,maize,potato,0
Red,Madhya Pradesh,Pune,Zaid,37.7,113.4,34.5,High,14.6,tomato,soybean,0
Sandy,Gujarat,Manchar,Kharif,31.9,1305.3,73.8,Low,6.0,rice,mustard,0
Alluvial,Haryana,Karnal,Kharif,28.4,1038.2,80.7,High,6.1,wheat,soybean,1
Sandy,Madhya Pradesh,Coimbatore,Rabi,20.1,58.8,61.2,High,12.1,mustard,soybean,0
Black,Andhra Pradesh,Karnal,Rabi,21.6,316.0,66.0,Low,7.1,none,rice,0
Alluvial,Haryana,Jaipur,Rabi,14.4,404.8,61.8,Low,9.1,maize,mustard,1
Black,Andhra Pradesh,Jaipur,Kharif,35.0,1091.0,88.5,High,6.1,maize,potato,0
Clayey,Karnataka,Rampur,Zaid,35.1,41.0,43.7,Medium,10.2,sugarcane,mustard,0
Loamy,Andhra Pradesh,Nilokheri,Kharif,32.9,1546.0,70.7,Medium,5.9,rice,soybean,1
Sandy,Uttar Pradesh,Ludhiana,Kharif,29.1,890.4,81.5,High,5.6,banana,cotton,1
Alluvial,Haryana,Coimbatore,Rabi,15.5,191.9,60.0,Low,9.5,maize,rice,0
Alluvial,Rajasthan,Jaipur,Kharif,26.1,818.2,82.2,Low,12.0,rose,rose,0
Red,Karnataka,Pune,Zaid,37.6,113.7,23.6,High,0.5,mustard,rose,0
Sandy,Tamil Nadu,Karnal,Kharif,26.5,964.7,85.2,Low,14.2,sugarcane,maize,0
Loamy,Maharashtra,Manchar,Kharif,32.1,956.6,77.9,Low,14.0,cotton,wheat,0
Sandy,Karnataka,Ludhiana,Rabi,16.6,157.2,41.4,High,8.5,cotton,potato,0
Red,Madhya Pradesh,Karnal,Kharif,27.6,938.3,92.0,Medium,5.5,mustard,rose,1
Alluvial,Rajasthan,Ludhiana,Kharif,27.0,1030.3,84.4,Medium,11.3,cotton,soybean,1
Alluvial,Andhra Pradesh,Jaipur,Rabi,21.5,280.9,63.6,High,3.2,banana,maize,1
Sandy,Punjab,Rampur,Zaid,33.0,82.9,30.0,Low,17.2,banana,wheat,0
Red,Madhya Pradesh,Manchar,Zaid,34.9,101.0,55.2,Low,8.1,wheat,potato,0
Black,Andhra Pradesh,Pune,Rabi,17.3,205.1,55.7,High,10.4,rice,wheat,1
Sandy,Andhra Pradesh,Rampur,Zaid,37.7,62.5,40.8,Low,5.7,sugarcane,wheat,0
Sandy,Maharashtra,Rampur,Rabi,21.0,397.6,68.8,Low,4.8,rice,tomato,0
Alluvial,Uttar Pradesh,Jaipur,Rabi,16.1,382.4,76.5,Low,4.0,mustard,cotton,0
Loamy,Madhya Pradesh,Manchar,Kharif,27.3,1410.5,81.3,Low,4.4,tomato,rose,1
Black,Punjab,Rampur,Kharif,30.3,1049.3,85.4,High,7.7,soybean,mustard,0
Alluvial,Uttar Pradesh,Rampur,Kharif,34.3,1417.0,77.9,Low,7.4,mustard,rose,1
Sandy,Haryana,Jaipur,Rabi,14.7,188.4,65.6,Low,3.3,mustard,wheat,1
Loamy,Punjab,Pune,Kharif,35.9,1020.3,82.1,High,6.8,maize,wheat,0
Clayey,Haryana,Nilokheri,Rabi,22.6,195.5,76.1,High,9.1,soybean,mustard,1
Loamy,Karnataka,Karnal,Rabi,16.9,214.6,67.7,High,0.5,rose,maize,1
Alluvial,Punjab,Rampur,Kharif,26.9,920.0,85.2,Medium,11.1,cotton,soybean,1
Red,Madhya Pradesh,Rampur,Kharif,31.1,1061.3,76.4,High,5.5,mustard,sugarcane,1
Loamy,Rajasthan,Manchar,Rabi,16.9,238.5,42.1,Low,5.7,maize,rice,0
Clayey,Andhra Pradesh,Lucknow,Rabi,18.2,312.1,65.3,Medium,5.7,tomato,sugarcane,0
Sandy,Karnataka,Coimbatore,Kharif,28.1,1373.5,79.2,High,5.9,banana,cotton,1
Sandy,Karnataka,Karnal,Rabi,15.9,300.8,49.0,Medium,6.8,rice,banana,0
Black,Madhya Pradesh,Manchar,Kharif,27.0,1267.3,76.0,High,8.6,none,mustard,0
Red,Karnataka,Kolar,Kharif,28.0,1358.7,82.9,Medium,10.6,tomato,soybean,1
Sandy,Andhra Pradesh,Jaipur,Rabi,18.6,382.4,76.8,Medium,8.3,tomato,sugarcane,0
Sandy,Tamil Nadu,Rampur,Rabi,21.0,196.6,66.5,Low,14.4,rice,wheat,1
Loamy,Karnataka,Manchar,Rabi,23.1,313.0,72.0,High,11.8,mustard,potato,1
Black,Gujarat,Lucknow,Kharif,29.0,777.5,85.5,Low,6.7,banana,cotton,1
Sandy,Uttar Pradesh,Manchar,Zaid,31.0,121.2,49.0,High,14.6,rice,sugarcane,0
Red,Gujarat,Karnal,Kharif,29.4,1096.4,81.2,Low,15.2,mustard,cotton,0
Red,Rajasthan,Coimbatore,Kharif,31.0,1411.2,89.3,Medium,11.0,banana,cotton,1
Black,Rajasthan,Manchar,Kharif,28.3,1122.3,74.6,Low,8.4,cotton,rose,1
Sandy,Haryana,Kolar,Zaid,33.7,87.4,55.8,Medium,10.3,rose,soybean,0
Black,Madhya Pradesh,Karnal,Rabi,23.1,41.7,52.2,Medium,5.7,potato,sugarcane,0
Black,Punjab,Coimbatore,Zaid,39.5,72.4,45.1,High,5.9,soybean,tomato,0
Black,Madhya Pradesh,Coimbatore,Kharif,30.0,977.0,77.1,High,12.2,potato,cotton,1
Loamy,Maharashtra,Rampur,Rabi,25.8,196.4,51.6,High,5.8,cotton,banana,1
Loamy,Andhra Pradesh,Nilokheri,Zaid,39.2,69.7,52.6,Medium,6.0,tomato,rice,0
Loamy,Uttar Pradesh,Coimbatore,Rabi,22.7,246.1,60.4,High,0.5,maize,maize,0
Sandy,Maharashtra,Kolar,Rabi,20.4,260.7,59.9,High,8.4,rice,rose,0
Black,Andhra Pradesh,Coimbatore,Zaid,37.9,32.1,22.7,Low,15.8,sugarcane,soybean,0
Loamy,Gujarat,Rajkot,Kharif,26.3,1412.7,76.2,Low,8.2,rose,sugarcane,0
Alluvial,Punjab,Ludhiana,Kharif,30.2,956.3,88.0,Low,5.9,sugarcane,banana,0
Alluvial,Haryana,Rampur,Rabi,20.3,352.8,61.6,Medium,5.4,soybean,soybean,0
Sandy,Gujarat,Coimbatore,Rabi,18.6,210.9,59.3,Low,2.9,soybean,soybean,0
Black,Maharashtra,Ludhiana,Rabi,16.7,375.3,54.6,Low,10.3,rose,cotton,0
Sandy,Andhra Pradesh,Pune,Rabi,19.3,160.8,58.2,Medium,8.9,banana,rice,0
Red,Andhra Pradesh,Kolar,Rabi,22.3,295.4,51.4,Medium,6.2,banana,sugarcane,0
Clayey,Haryana,Karnal,Rabi,18.0,295.0,58.4,Medium,7.4,rice,potato,1
Red,Maharashtra,Pune,Kharif,28.5,1155.0,72.1,Medium,10.4,rice,potato,0
Alluvial,Rajasthan,Nilokheri,Zaid,36.1,139.5,44.3,Medium,14.5,mustard,tomato,1
Red,Andhra Pradesh,Lucknow,Rabi,21.2,259.7,63.3,Medium,3.8,mustard,wheat,1
Red,Karnataka,Ludhiana,Rabi,12.3,261.4,73.7,Low,21.6,cotton,maize,0
Black,Maharashtra,Manchar,Rabi,16.2,352.2,64.3,Low,5.4,soybean,cotton,0
Black,Maharashtra,Nilokheri,Zaid,35.5,63.7,43.1,Medium,9.6,mustard,potato,0
Alluvial,Uttar Pradesh,Rampur,Rabi,18.2,261.0,39.6,Medium,9.5,maize,rose,1
Loamy,Karnataka,Rajkot,Rabi,17.9,284.8,76.5,Low,8.1,potato,maize,0
Alluvial,Rajasthan,Karnal,Zaid,37.8,74.3,67.7,High,12.2,cotton,tomato,1
Alluvial,Haryana,Jaipur,Rabi,23.5,132.7,57.7,High,9.8,wheat,cotton,0
Alluvial,Madhya Pradesh,Nilokheri,Rabi,22.0,359.6,57.1,Low,4.6,tomato,sugarcane,0
Sandy,Madhya Pradesh,Rampur,Kharif,29.3,1065.2,79.5,Medium,4.6,sugarcane,rose,1
Red,Andhra Pradesh,Jaipur,Rabi,17.0,319.3,40.3,Low,8.1,tomato,potato,1
Alluvial,Uttar Pradesh,Coimbatore,Kharif,33.4,650.4,79.6,Medium,9.3,rose,sugarcane,0
Clayey,Madhya Pradesh,Kolar,Zaid,34.7,71.5,55.7,Medium,16.1,cotton,rose,1
Loamy,Haryana,Rampur,Zaid,34.2,103.9,47.5,High,6.7,rice,wheat,0
Loamy,Uttar Pradesh,Karnal,Zaid,33.3,7.2,43.0,Medium,5.2,soybean,wheat,0
Loamy,Rajasthan,Ludhiana,Rabi,17.5,278.0,70.0,Medium,6.4,none,rice,0
Sandy,Uttar Pradesh,Ludhiana,Kharif,28.6,1329.9,77.2,High,2.1,rice,soybean,1
Red,Haryana,Lucknow,Zaid,34.3,103.4,30.1,Medium,14.1,maize,sugarcane,1
Loamy,Haryana,Pune,Zaid,37.1,59.0,51.5,Medium,10.0,soybean,sugarcane,0
Clayey,Karnataka,Rampur,Zaid,34.5,78.5,39.2,High,8.2,cotton,soybean,0
Black,Rajasthan,Lucknow,Kharif,35.4,1128.9,84.3,Low,14.8,sugarcane,sugarcane,0
Sandy,Uttar Pradesh,Karnal,Zaid,40.8,95.3,45.2,High,3.0,rose,tomato,0
Black,Tamil Nadu,Jaipur,Zaid,36.3,4.6,38.2,Medium,12.0,none,cotton,0
Alluvial,Maharashtra,Coimbatore,Kharif,30.3,643.1,75.7,Low,5.6,rose,mustard,0
Black,Gujarat,Kolar,Kharif,28.0,664.2,79.4,Medium,9.7,mustard,sugarcane,0
Sandy,Haryana,Pune,Zaid,37.3,12.2,32.0,High,12.1,banana,sugarcane,0
Black,Andhra Pradesh,Rampur,Rabi,17.6,261.0,66.4,Medium,7.6,tomato,rose,1
Red,Maharashtra,Jaipur,Rabi,21.1,288.5,68.4,Medium,9.8,banana,maize,1
Clayey,Maharashtra,Coimbatore,Zaid,35.1,142.1,50.5,Medium,12.1,sugarcane,tomato,1
Sandy,Rajasthan,Ludhiana,Rabi,12.4,303.4,64.5,Medium,12.5,sugarcane,soybean,0
Alluvial,Rajasthan,Jaipur,Kharif,33.7,790.3,82.5,Low,7.5,potato,maize,1
Sandy,Haryana,Rampur,Zaid,34.4,135.9,33.3,High,6.1,mustard,potato,0
Sandy,Haryana,Rampur,Kharif,36.0,921.4,78.1,Medium,10.4,maize,wheat,0
Sandy,Maharashtra,Rajkot,Zaid,35.8,58.4,47.8,Low,5.8,maize,maize,0
Black,Maharashtra,Lucknow,Kharif,28.5,1341.6,74.8,Low,8.8,sugarcane,rice,0
Red,Tamil Nadu,Ludhiana,Rabi,18.5,285.7,66.7,High,17.1,soybean,soybean,0
Alluvial,Andhra Pradesh,Nilokheri,Kharif,31.3,976.5,69.7,High,4.3,none,tomato,1
Clayey,Haryana,Nilokheri,Zaid,36.9,100.0,40.9,Low,5.3,sugarcane,tomato,0
Black,Tamil Nadu,Kolar,Kharif,30.6,1015.1,77.4,Low,8.9,maize,tomato,1
Clayey,Uttar Pradesh,Pune,Kharif,31.4,1382.8,87.1,Medium,11.8,banana,potato,0
Black,Karnataka,Pune,Kharif,31.3,1255.5,77.6,High,12.8,soybean,cotton,1
Alluvial,Punjab,Rajkot,Zaid,38.4,66.3,45.2,Medium,11.2,soybean,rose,1
Black,Madhya Pradesh,Rampur,Rabi,10.7,372.8,76.0,Low,6.9,potato,rice,0
Loamy,Uttar Pradesh,Rajkot,Rabi,17.0,146.5,80.8,Medium,7.0,tomato,wheat,1
Red,Haryana,Jaipur,Zaid,39.5,86.5,34.3,Low,7.0,mustard,soybean,0
Clayey,Maharashtra,Rajkot,Zaid,40.1,25.7,39.6,Medium,9.0,mustard,rice,0
Loamy,Karnataka,Ludhiana,Kharif,28.4,1208.4,83.0,Medium,3.3,rice,tomato,1
Red,Haryana,Coimbatore,Zaid,39.7,59.8,38.9,Low,10.3,cotton,rose,0
Clayey,Haryana,Rampur,Zaid,39.3,61.5,32.1,High,11.8,rose,soybean,0
Loamy,Maharashtra,Manchar,Zaid,34.9,63.5,46.6,High,10.0,sugarcane,maize,1
Loamy,Gujarat,Rajkot,Zaid,33.5,99.4,48.2,High,10.7,sugarcane,tomato,0
Sandy,Maharashtra,Ludhiana,Rabi,16.4,40.1,74.5,Low,5.3,sugarcane,sugarcane,0
Alluvial,Tamil Nadu,Manchar,Kharif,37.3,1381.2,80.1,Low,8.8,rice,tomato,1
Red,Karnataka,Jaipur,Kharif,35.2,1155.9,79.0,Low,11.5,soybean,mustard,0
Sandy,Gujarat,Karnal,Zaid,39.1,100.7,26.5,Low,4.6,maize,banana,1
Red,Gujarat,Coimbatore,Kharif,29.8,539.7,77.3,High,12.2,sugarcane,soybean,1
Black,Haryana,Rajkot,Kharif,26.1,1073.2,79.7,Low,4.8,soybean,soybean,0
Clayey,Gujarat,Manchar,Kharif,31.9,921.1,78.2,Medium,2.2,soybean,rice,1
Sandy,Tamil Nadu,Jaipur,Zaid,34.1,0.1,49.2,High,14.7,none,potato,0
Clayey,Madhya Pradesh,Jaipur,Rabi,17.5,309.5,51.3,Low,6.3,rice,potato,1
Red,Gujarat,Manchar,Kharif,32.7,852.5,74.7,Medium,10.4,none,cotton,0
Alluvial,Haryana,Ludhiana,Zaid,38.4,89.2,47.0,Medium,4.7,rose,maize,1
Loamy,Andhra Pradesh,Rajkot,Rabi,16.5,379.5,53.4,Medium,13.6,mustard,banana,0
Black,Tamil Nadu,Rajkot,Zaid,37.0,104.7,65.1,Medium,12.7,rose,rice,0
Red,Punjab,Rampur,Kharif,29.3,1060.9,79.2,Low,4.3,sugarcane,wheat,0
Clayey,Punjab,Rampur,Rabi,16.7,190.1,63.3,High,10.2,wheat,maize,1
Red,Madhya Pradesh,Rampur,Rabi,15.8,251.3,52.1,Medium,0.5,none,mustard,1
Sandy,Uttar Pradesh,Manchar,Zaid,38.2,112.6,52.1,Medium,11.0,soybean,wheat,0
Alluvial,Karnataka,Manchar,Rabi,17.7,289.0,62.4,Medium,2.2,banana,tomato,1
Alluvial,Andhra Pradesh,Pune,Kharif,30.6,1561.7,78.1,High,7.2,maize,mustard,0
Red,Uttar Pradesh,Pune,Rabi,17.6,210.9,47.8,High,0.5,tomato,mustard,1
Sandy,Rajasthan,Ludhiana,Kharif,35.6,1008.2,82.9,High,10.0,rice,rose,1
Loamy,Haryana,Coimbatore,Rabi,15.1,139.2,58.2,Low,1.9,none,maize,0
Alluvial,Rajasthan,Lucknow,Rabi,20.3,77.1,58.9,Medium,4.7,wheat,soybean,0
Clayey,Gujarat,Jaipur,Zaid,38.6,104.9,37.8,Medium,5.1,rose,wheat,0
Black,Karnataka,Coimbatore,Rabi,18.7,183.9,65.2,High,7.5,banana,soybean,0
Clayey,Andhra Pradesh,Rampur,Kharif,30.9,1047.7,77.2,High,4.2,none,tomato,1
Clayey,Karnataka,Rampur,Zaid,36.2,33.5,55.8,Medium,5.2,potato,mustard,0
Alluvial,Rajasthan,Lucknow,Zaid,31.9,16.0,50.1,Low,10.0,rice,banana,0
Black,Rajasthan,Ludhiana,Zaid,37.1,94.8,54.1,Medium,2.0,rose,mustard,0
Loamy,Andhra Pradesh,Jaipur,Zaid,35.7,101.3,47.0,Low,10.3,rice,cotton,0
Sandy,Tamil Nadu,Rampur,Rabi,16.7,240.1,58.9,Low,2.9,none,rice,0
